"Player","Team","Year","Rk","Pos","Age.x","G.x","PA","AB","R","H","X2B.x","X3B.x","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB","source.x","Age.y","X","B","T","Ht","Wt","DoB","Yrs","G.y","GS","Batting","Defense","P","C","X1B","X2B.y","X3B.y","SS","LF","CF","RF","OF","DH","PH","PR","WAR","Salary","X.1","source.y"
"kelly johnson","ATL",2007,3,"2B",25,147,608,521,91,144,26,10,16,68,9,5,79,117,0.276,0.375,0.457,0.831,116,238,8,4,2,2,3,"data1",25,"us US","L","R","6' 1""",200,"Feb 22, 1982","2",147,127,147,133,0,0,0,133,0,0,0,0,0,0,0,16,1,3.7,"$380,000","","data2"
"kelly shoppach","BOS",2005,21,"C",25,9,16,15,1,0,0,0,0,0,0,0,0,7,0,0.063,0,0.063,-81,0,0,1,0,0,0,"data1",25,"us US","R","R","6' 0""",220,"Apr 29, 1980","1st",9,2,9,7,0,7,0,0,0,0,0,0,0,0,2,2,1,-0.4,"","","data2"
"kelly shoppach","CLE",2006,17,"C",26,41,120,110,7,27,6,0,3,16,0,0,8,45,0.245,0.297,0.382,0.678,75,42,2,0,2,0,0,"data1",26,"us US","R","R","6' 0""",220,"Apr 29, 1980","2",41,31,41,40,0,40,0,0,0,0,0,0,0,0,0,4,0,0.5,"$327,000","","data2"
"kelly shoppach","CLE",2007,14,"C",27,59,177,161,26,42,13,0,7,30,0,0,11,56,0.261,0.31,0.472,0.782,102,76,2,1,3,1,0,"data1",27,"us US","R","R","6' 0""",220,"Apr 29, 1980","3",59,44,59,58,0,58,0,0,0,0,0,0,0,0,0,2,0,1.3,"$383,400","","data2"
"kelly stinnett","ARI",2005,13,"C",35,59,143,129,15,32,4,0,6,12,0,0,12,32,0.248,0.317,0.419,0.736,89,54,4,1,1,0,3,"data1",35,"us US","R","R","5' 11""",195,"Feb 14, 1970","12",59,34,59,56,0,56,0,0,0,0,0,0,0,0,0,6,1,0,"","","data2"
"kelly stinnett","CIN",2003,15,"C",33,60,199,179,14,41,13,0,3,19,0,0,13,51,0.229,0.294,0.352,0.646,72,63,3,4,2,1,3,"data1",33,"us US","R","R","5' 11""",195,"Feb 14, 1970","10",60,44,60,50,0,50,0,0,0,0,0,0,0,0,0,12,1,-0.5,"$1,300,000","","data2"
"kelly stinnett","KCR",2004,20,"C",34,20,69,59,10,18,0,0,3,7,0,0,5,16,0.305,0.379,0.458,0.836,116,27,0,2,3,0,0,"data1",34,"us US","R","R","5' 11""",195,"Feb 14, 1970","11",20,17,20,20,0,20,0,0,0,0,0,0,0,0,0,0,1,0.6,"$500,000","","data2"
"kelly stinnett","NYM",2006,21,"C",36,7,12,12,0,1,0,0,0,0,0,0,0,4,0.083,0.083,0.083,0.167,-56,1,0,0,0,0,0,"data1",36,"us US","R","R","5' 11""",195,"Feb 14, 1970","13",7,4,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,-0.1,"","","data2"
"kelly stinnett","NYY",2006,17,"C",36,34,87,79,6,18,3,0,1,9,0,0,5,29,0.228,0.282,0.304,0.586,52,24,0,1,2,0,1,"data1",36,"us US","R","R","5' 11""",195,"Feb 14, 1970","13",34,24,34,34,0,34,0,0,0,0,0,0,0,0,0,1,0,-0.2,"$650,000","","data2"
"kelly stinnett","PHI",2003,16,"C",33,7,8,7,0,3,0,0,0,0,0,0,1,1,0.429,0.5,0.429,0.929,154,3,0,0,0,0,0,"data1",33,"us US","R","R","5' 11""",195,"Feb 14, 1970","10",7,0,7,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0.1,"","","data2"
"kelly stinnett","STL",2007,17,"C",37,26,87,82,7,13,3,0,1,5,0,0,5,22,0.159,0.207,0.232,0.439,14,19,2,0,0,0,2,"data1",37,"us US","R","R","5' 11""",195,"Feb 14, 1970","14",26,20,26,26,0,26,0,0,0,0,0,0,0,0,0,0,1,-0.8,"","","data2"
"kelly wunsch","CHW",2003,38,"P",30,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",30,"us US","L","L","6' 5""",192,"Jul 12, 1972","4",43,0,1,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"$575,000","","data2"
"kelly wunsch","CHW",2004,40,"P",31,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",31,"us US","L","L","6' 5""",192,"Jul 12, 1972","5",3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$800,000","","data2"
"kelly wunsch","LAD",2005,39,"P",32,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",32,"us US","L","L","6' 5""",192,"Jul 12, 1972","6",46,0,44,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$550,000","","data2"
"kelvim escobar","LAA",2004,26,"P",28,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,"data1",28,"ve VE","R","R","6' 1""",205,"Apr 11, 1976","8",33,33,1,33,33,0,0,0,0,0,0,0,0,0,0,0,0,4.3,"$5,750,000","","data2"
"kelvim escobar","LAA",2005,27,"P",29,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0,"data1",29,"ve VE","R","R","6' 1""",205,"Apr 11, 1976","9",16,7,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1.5,"$6,250,000","","data2"
"kelvim escobar","LAA",2006,25,"P",30,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0,"data1",30,"ve VE","R","R","6' 1""",205,"Apr 11, 1976","10",30,30,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,3.2,"$6,750,000","","data2"
"kelvim escobar","LAA",2007,25,"P",31,2,7,6,0,2,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,76,2,0,0,1,0,0,"data1",31,"ve VE","R","R","6' 1""",205,"Apr 11, 1976","11",30,30,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,5,"$9,000,000","","data2"
"kelvim escobar","TOR",2003,21,"P",27,2,6,6,1,1,0,0,0,1,0,0,0,3,0.167,0.167,0.167,0.333,-13,1,0,0,0,0,0,"data1",27,"ve VE","R","R","6' 1""",205,"Apr 11, 1976","7",41,26,2,41,41,0,0,0,0,0,0,0,0,0,0,0,0,3.3,"$3,900,000","","data2"
"kelvin jimenez","STL",2007,33,"P",26,30,3,2,0,0,0,0,0,0,0,0,1,2,0,0.333,0,0.333,-2,0,0,0,0,0,0,"data1",26,"do DO","R","R","6' 2""",195,"Oct 27, 1980","1st",34,0,30,34,34,0,0,0,0,0,0,0,0,0,0,0,0,-1,"","","data2"
"ken griffey jr","CIN",2003,7,"CF",33,53,201,166,34,41,12,1,13,26,1,0,27,44,0.247,0.37,0.566,0.936,145,94,3,6,1,1,5,"data1",33,"us US","L","L","6' 3""",195,"Nov 21, 1969","15",53,46,53,43,0,0,0,0,0,0,0,43,0,43,3,7,0,1.3,"$12,500,000","","data2"
"ken griffey jr","CIN",2004,7,"CF",34,83,348,300,49,76,18,0,20,60,1,0,44,67,0.253,0.351,0.513,0.864,123,154,8,2,0,2,3,"data1",34,"us US","L","L","6' 3""",195,"Nov 21, 1969","16",83,78,83,77,0,0,0,0,0,0,0,76,1,77,1,5,0,0.7,"$12,500,000","All-Star","data2"
"ken griffey jr","CIN",2005,7,"CF",35,128,555,491,85,148,30,0,35,92,0,1,54,93,0.301,0.369,0.576,0.946,144,283,9,3,0,7,3,"data1",35,"us US","L","L","6' 3""",195,"Nov 21, 1969","17",128,126,128,124,0,0,0,0,0,0,0,124,0,124,2,2,0,3.7,"$12,500,000","","data2"
"ken griffey jr","CIN",2006,7,"CF",36,109,472,428,62,108,19,0,27,72,0,0,39,78,0.252,0.316,0.486,0.802,99,208,13,2,0,3,6,"data1",36,"us US","L","L","6' 3""",195,"Nov 21, 1969","18",109,103,109,100,0,0,0,0,0,0,0,100,0,100,3,6,0,-0.1,"$10,464,686","","data2"
"ken griffey jr","CIN",2007,8,"RF",37,144,623,528,78,146,24,1,30,93,6,1,85,99,0.277,0.372,0.496,0.869,119,262,14,1,0,9,14,"data1",37,"us US","L","L","6' 3""",195,"Nov 21, 1969","19",144,134,144,133,0,0,0,0,0,0,0,0,133,133,3,9,0,0.7,"$8,446,647","All-Star","data2"
"ken harvey","KCR",2003,2,"1B",25,135,524,485,50,129,30,0,13,64,2,3,29,94,0.266,0.313,0.408,0.721,84,198,15,5,3,2,4,"data1",25,"us US","R","R","6' 2""",240,"Mar 1, 1978","2",135,126,135,99,0,0,99,0,0,0,0,0,0,0,32,5,0,0.4,"$300,000","","data2"
"ken harvey","KCR",2004,2,"1B",26,120,494,456,47,131,20,1,13,55,1,1,28,89,0.287,0.338,0.421,0.759,96,192,14,8,0,2,2,"data1",26,"us US","R","R","6' 2""",240,"Mar 1, 1978","3",120,118,120,77,0,0,73,0,0,0,4,0,0,4,41,2,0,-0.2,"$317,500","All-Star","data2"
"ken harvey","KCR",2005,23,"DH",27,12,48,45,4,10,3,0,1,5,0,0,3,13,0.222,0.271,0.356,0.626,66,16,0,0,0,0,0,"data1",27,"us US","R","R","6' 2""",240,"Mar 1, 1978","4",12,12,12,5,0,0,5,0,0,0,0,0,0,0,7,0,0,-0.3,"","","data2"
"ken huckaby","BAL",2004,24,"C",33,8,12,12,1,2,1,0,0,0,0,0,0,0,0.167,0.167,0.25,0.417,8,3,0,0,0,0,0,"data1",33,"us US","R","R","6' 1""",205,"Jan 27, 1971","4",8,4,8,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0,"","","data2"
"ken huckaby","BOS",2006,24,"C",35,8,5,5,0,1,0,0,0,1,0,0,0,0,0.2,0.2,0.2,0.4,2,1,1,0,0,0,0,"data1",35,"us US","R","R","6' 1""",205,"Jan 27, 1971","6",8,1,8,8,0,8,0,0,0,0,0,0,0,0,0,0,1,-0.1,"","","data2"
"ken huckaby","TEX",2004,18,"C",33,16,43,38,3,5,2,0,0,0,0,0,5,12,0.132,0.233,0.184,0.417,8,7,1,0,0,0,0,"data1",33,"us US","R","R","6' 1""",205,"Jan 27, 1971","4",16,12,16,16,0,16,0,0,0,0,0,0,0,0,0,1,0,-0.4,"","","data2"
"ken huckaby","TOR",2003,18,"C",32,5,11,11,1,2,1,0,0,2,0,0,0,2,0.182,0.182,0.273,0.455,16,3,0,0,0,0,0,"data1",32,"us US","R","R","6' 1""",205,"Jan 27, 1971","3",5,3,5,4,0,4,0,0,0,0,0,0,0,0,0,1,0,-0.1,"$313,000","","data2"
"ken huckaby","TOR",2005,15,"C",34,35,96,87,8,18,4,0,0,6,0,0,5,19,0.207,0.25,0.253,0.503,34,22,4,0,4,0,0,"data1",34,"us US","R","R","6' 1""",205,"Jan 27, 1971","5",35,27,35,35,0,35,0,0,0,0,0,0,0,0,0,1,0,-0.3,"","","data2"
"ken ray","ATL",2006,31,"P",31,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,"data1",31,"us US","R","R","6' 2""",200,"Nov 27, 1974","2",69,0,68,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"","","data2"
"kendrys morales","LAA",2006,2,"1B",23,57,215,197,21,46,10,1,5,22,1,1,17,28,0.234,0.293,0.371,0.664,71,73,11,0,0,1,1,"data1",23,"cu CU","B","R","6' 1""",242,"Jun 20, 1983","1st",57,49,57,56,0,0,56,0,0,0,0,0,0,0,0,5,0,0.1,"","","data2"
"kendrys morales","LAA",2007,16,"DH",24,43,126,119,12,35,10,0,4,15,0,1,6,21,0.294,0.333,0.479,0.812,111,57,5,1,0,0,2,"data1",24,"cu CU","B","R","6' 1""",242,"Jun 20, 1983","2",43,27,43,24,0,0,19,0,0,0,0,0,6,6,15,8,0,0.1,"","","data2"
"kenji johjima","SEA",2006,1,"C",30,144,542,506,61,147,25,1,18,76,3,1,20,46,0.291,0.332,0.451,0.783,103,228,15,13,0,3,1,"data1",30,"jp JP","R","R","6' 0""",205,"Jun 8, 1976","1st",144,131,144,144,0,144,0,0,0,0,0,0,0,0,0,5,0,2.6,"$5,433,333","","data2"
"kenji johjima","SEA",2007,1,"C",31,135,513,485,52,139,29,0,14,61,0,2,15,41,0.287,0.322,0.433,0.755,101,210,22,11,0,2,0,"data1",31,"jp JP","R","R","6' 0""",205,"Jun 8, 1976","2",135,128,135,133,0,133,0,0,0,0,0,0,0,0,0,4,0,1.6,"$5,933,333","","data2"
"kenny kelly","CIN",2005,21,"OF",26,7,9,9,2,3,0,0,0,2,0,1,0,3,0.333,0.333,0.333,0.667,76,3,0,0,0,0,0,"data1",26,"us US","R","R","6' 3""",180,"Jan 26, 1979","2",7,1,7,4,0,0,0,0,0,0,1,2,1,4,1,4,2,-0.1,"","","data2"
"kenny kelly","WSN",2005,27,"RF",26,17,5,4,3,1,1,0,0,0,1,1,1,3,0.25,0.4,0.5,0.9,140,2,0,0,0,0,0,"data1",26,"us US","R","R","6' 3""",180,"Jan 26, 1979","2",17,0,17,2,0,0,0,0,0,0,0,0,2,2,0,5,10,0,"","","data2"
"kenny lofton","CHC",2003,11,"CF",36,56,236,208,39,68,13,4,3,20,12,4,18,22,0.327,0.381,0.471,0.852,120,98,4,2,5,3,2,"data1",36,"us US","L","L","6' 0""",180,"May 31, 1967","13",56,52,56,55,0,0,0,0,0,0,0,55,0,55,0,4,0,1.8,"","","data2"
"kenny lofton","CLE",2007,12,"LF",40,52,196,173,24,49,9,3,0,15,2,3,17,23,0.283,0.344,0.37,0.714,88,64,1,0,4,2,0,"data1",40,"us US","L","L","6' 0""",180,"May 31, 1967","17",52,45,52,51,0,0,0,0,0,0,50,3,0,51,0,7,0,0.7,"","","data2"
"kenny lofton","LAD",2006,7,"CF",39,129,522,469,79,141,15,12,3,41,32,5,45,42,0.301,0.36,0.403,0.763,95,189,16,0,6,2,1,"data1",39,"us US","L","L","6' 0""",180,"May 31, 1967","16",129,116,129,120,0,0,0,0,0,0,0,120,0,120,2,3,6,0.8,"$3,821,236","","data2"
"kenny lofton","NYY",2004,11,"CF",37,83,313,276,51,76,10,7,3,18,7,3,31,27,0.275,0.346,0.395,0.741,95,109,4,1,1,4,1,"data1",37,"us US","L","L","6' 0""",180,"May 31, 1967","14",83,70,83,74,0,0,0,0,0,0,0,65,10,74,4,9,1,1.4,"$3,100,000","","data2"
"kenny lofton","PHI",2005,7,"CF",38,110,406,367,67,123,15,5,2,36,22,3,32,41,0.335,0.392,0.42,0.811,109,154,3,2,5,0,2,"data1",38,"us US","L","L","6' 0""",180,"May 31, 1967","15",110,89,110,97,0,0,0,0,0,0,0,97,0,97,1,15,3,3.6,"$3,100,000","","data2"
"kenny lofton","PIT",2003,7,"CF",36,84,374,339,58,94,19,4,9,26,18,5,28,29,0.277,0.333,0.437,0.77,98,148,2,2,2,3,1,"data1",36,"us US","L","L","6' 0""",180,"May 31, 1967","13",84,81,84,81,0,0,0,0,0,0,0,81,0,81,0,3,0,1.7,"$1,025,000","","data2"
"kenny lofton","TEX",2007,7,"CF",40,84,363,317,62,96,16,3,7,23,21,4,39,28,0.303,0.38,0.438,0.818,115,139,5,2,2,3,1,"data1",40,"us US","L","L","6' 0""",180,"May 31, 1967","17",84,79,84,80,0,0,0,0,0,0,0,80,0,80,1,4,1,1.9,"$6,000,000","","data2"
"kenny rogers","DET",2006,22,"P",41,2,7,7,0,1,1,0,0,0,0,0,0,2,0.143,0.143,0.286,0.429,7,2,0,0,0,0,0,"data1",41,"us US","L","L","6' 1""",200,"Nov 10, 1964","18",34,33,2,34,34,0,0,0,0,0,0,0,0,0,0,0,0,3.2,"$8,000,000","All-Star","data2"
"kenny rogers","DET",2007,25,"P",42,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",42,"us US","L","L","6' 1""",200,"Nov 10, 1964","19",11,11,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$8,000,000","","data2"
"kenny rogers","MIN",2003,24,"P",38,2,5,4,1,0,0,0,0,0,0,0,1,1,0,0.2,0,0.2,-40,0,0,0,0,0,0,"data1",38,"us US","L","L","6' 1""",200,"Nov 10, 1964","15",33,31,2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,1.9,"$2,000,000","","data2"
"kenny rogers","TEX",2004,24,"P",39,2,5,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,1,0,0,0,0,"data1",39,"us US","L","L","6' 1""",200,"Nov 10, 1964","16",35,35,2,35,35,0,0,0,0,0,0,0,0,0,0,0,0,3.5,"$2,500,000","All-Star","data2"
"kenny rogers","TEX",2005,23,"P",40,1,3,3,0,1,0,1,0,1,0,0,0,1,0.333,0.333,1,1.333,228,3,0,0,0,0,0,"data1",40,"us US","L","L","6' 1""",200,"Nov 10, 1964","17",30,30,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,4.9,"$3,500,000","All-Star","data2"
"kent mercker","ATL",2003,27,"P",35,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",35,"us US","L","L","6' 1""",175,"Feb 1, 1968","14",18,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"","","data2"
"kent mercker","CHC",2004,32,"P",36,66,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,"data1",36,"us US","L","L","6' 1""",175,"Feb 1, 1968","15",71,0,66,71,71,0,0,0,0,0,0,0,0,0,0,0,0,1.6,"$1,200,000","","data2"
"kent mercker","CIN",2003,51,"P",35,48,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",35,"us US","L","L","6' 1""",175,"Feb 1, 1968","14",49,0,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$550,000","","data2"
"kent mercker","CIN",2005,42,"P",37,75,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",37,"us US","L","L","6' 1""",175,"Feb 1, 1968","16",78,0,75,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$1,250,000","","data2"
"kent mercker","CIN",2006,42,"P",38,36,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",38,"us US","L","L","6' 1""",175,"Feb 1, 1968","17",37,0,36,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$1,550,000","","data2"
"kerry ligtenberg","ARI",2005,32,"P",34,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",34,"us US","R","R","6' 2""",185,"May 11, 1971","8",7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,"","","data2"
"kerry ligtenberg","BAL",2003,38,"P",32,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",32,"us US","R","R","6' 2""",185,"May 11, 1971","6",68,0,3,68,68,0,0,0,0,0,0,0,0,0,0,0,0,1.5,"$1,200,000","","data2"
"kerry ligtenberg","TOR",2004,42,"P",33,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",33,"us US","R","R","6' 2""",185,"May 11, 1971","7",57,0,2,57,57,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,"$2,000,000","","data2"
"kerry robinson","KCR",2006,20,"CF",32,18,67,64,8,17,2,1,0,5,1,1,1,7,0.266,0.277,0.328,0.605,56,21,1,0,2,0,0,"data1",32,"us US","L","L","6' 0""",175,"Oct 3, 1973","7",18,15,18,16,0,0,0,0,0,0,1,15,1,16,0,1,1,-0.5,"","","data2"
"kerry robinson","SDP",2004,13,"OF",30,80,101,92,20,27,4,0,0,5,11,4,5,8,0.293,0.33,0.337,0.667,82,31,0,1,1,2,0,"data1",30,"us US","L","L","6' 0""",175,"Oct 3, 1973","6",80,8,80,49,0,0,0,0,0,0,39,9,2,49,2,29,14,-0.3,"$450,000","","data2"
"kerry robinson","STL",2003,13,"RF",29,116,221,208,19,52,6,3,1,16,6,1,8,27,0.25,0.281,0.322,0.603,59,67,3,1,4,0,3,"data1",29,"us US","L","L","6' 0""",175,"Oct 3, 1973","5",116,29,116,88,0,0,0,0,0,0,36,20,39,88,0,51,6,-1,"$320,000","","data2"
"kerry wood","CHC",2003,29,"P",26,30,70,61,4,10,1,0,2,6,0,0,1,26,0.164,0.177,0.279,0.456,16,17,1,0,8,0,0,"data1",26,"us US","R","R","6' 5""",210,"Jun 16, 1977","5",32,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,6.3,"$6,190,000","All-Star","data2"
"kerry wood","CHC",2004,28,"P",27,22,53,45,2,6,1,0,1,3,0,0,2,11,0.133,0.167,0.222,0.389,-1,10,0,0,5,1,0,"data1",27,"us US","R","R","6' 5""",210,"Jun 16, 1977","6",22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2.7,"$8,000,000","","data2"
"kerry wood","CHC",2005,30,"P",28,21,21,18,0,2,2,0,0,2,0,0,1,6,0.111,0.158,0.222,0.38,-3,4,0,0,2,0,0,"data1",28,"us US","R","R","6' 5""",210,"Jun 16, 1977","7",21,10,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$9,500,000","","data2"
"kerry wood","CHC",2006,34,"P",29,4,6,6,0,3,1,0,0,2,0,0,0,0,0.5,0.5,0.667,1.167,193,4,0,0,0,0,0,"data1",29,"us US","R","R","6' 5""",210,"Jun 16, 1977","8",4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$12,000,000","","data2"
"kerry wood","CHC",2007,38,"P",30,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",30,"us US","R","R","6' 5""",210,"Jun 16, 1977","9",22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$1,750,000","","data2"
"kevin appier","KCR",2003,41,"P",35,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",35,"us US","R","R","6' 2""",180,"Dec 6, 1967","15",4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"","","data2"
"kevin appier","KCR",2004,43,"P",36,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",36,"us US","R","R","6' 2""",180,"Dec 6, 1967","16",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$300,000","","data2"
"kevin appier","LAA",2003,26,"P",35,2,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0,"data1",35,"us US","R","R","6' 2""",180,"Dec 6, 1967","15",19,19,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$11,500,000","","data2"
"kevin barker","TOR",2006,18,"UT",30,12,18,17,3,4,1,0,1,1,0,0,1,10,0.235,0.278,0.471,0.748,89,8,0,0,0,0,0,"data1",30,"us US","L","L","6' 2""",195,"Jul 26, 1975","4",12,3,12,3,0,0,2,0,0,0,0,0,1,1,5,5,3,0,"","","data2"
"kevin barry","ATL",2006,30,"P",27,18,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",27,"us US","R","R","6' 2""",235,"Aug 18, 1978","1st",19,1,18,19,19,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"","","data2"
"kevin barry","ATL",2007,38,"P",28,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",28,"us US","R","R","6' 2""",235,"Aug 18, 1978","2",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"","","data2"
"kevin brown","LAD",2003,27,"P",38,30,70,63,4,10,3,0,0,2,0,0,0,28,0.159,0.156,0.206,0.363,-4,13,1,0,6,1,0,"data1",38,"us US","R","R","6' 4""",195,"Mar 14, 1965","17",32,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,4.5,"$15,714,286","All-Star","data2"
"kevin brown","NYY",2004,41,"P",39,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",39,"us US","R","R","6' 4""",195,"Mar 14, 1965","18",22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2.8,"$15,714,286","","data2"
"kevin brown","NYY",2005,27,"P",40,1,2,2,0,1,1,0,0,0,0,0,0,1,0.5,0.5,1,1.5,290,2,0,0,0,0,0,"data1",40,"us US","R","R","6' 4""",195,"Mar 14, 1965","19",13,13,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$15,714,286","","data2"
"kevin cameron","SDP",2007,38,"P",27,47,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0,"data1",27,"us US","R","R","6' 0""",195,"Dec 15, 1979","1st",48,0,47,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"$380,000","","data2"
"kevin cash","BOS",2007,16,"C",29,12,33,27,2,3,1,0,0,4,0,0,4,13,0.111,0.242,0.148,0.391,4,4,2,1,0,1,0,"data1",29,"us US","R","R","6' 0""",200,"Dec 6, 1977","5",12,8,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,-0.2,"","","data2"
"kevin cash","TBR",2005,18,"C",27,13,33,31,4,5,1,0,2,2,0,0,1,13,0.161,0.212,0.387,0.599,56,12,3,1,0,0,0,"data1",27,"us US","R","R","6' 0""",200,"Dec 6, 1977","4",13,10,13,13,0,13,0,0,0,0,0,0,0,0,0,1,0,0,"$327,500","","data2"
"kevin cash","TOR",2003,15,"C",25,34,117,106,10,15,3,0,1,8,0,0,4,22,0.142,0.179,0.198,0.377,-2,21,6,1,5,1,0,"data1",25,"us US","R","R","6' 0""",200,"Dec 6, 1977","2",34,31,34,34,0,34,0,0,0,0,0,0,0,0,0,0,0,-1.1,"","","data2"
"kevin cash","TOR",2004,13,"C",26,60,197,181,18,35,9,0,4,21,0,0,10,59,0.193,0.249,0.309,0.558,42,56,3,4,0,2,0,"data1",26,"us US","R","R","6' 0""",200,"Dec 6, 1977","3",60,50,60,60,0,60,0,0,0,0,0,0,0,0,0,1,0,-0.2,"$302,000","","data2"
"kevin correia","SFG",2003,34,"P",22,10,14,13,1,2,0,0,0,2,0,0,0,6,0.154,0.154,0.154,0.308,-19,2,0,0,1,0,0,"data1",22,"us US","R","R","6' 3""",200,"Aug 24, 1980","1st",10,7,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6,"","","data2"
"kevin correia","SFG",2004,31,"P",23,12,4,3,1,1,1,0,0,0,0,0,1,1,0.333,0.5,0.667,1.167,198,2,0,0,0,0,0,"data1",23,"us US","R","R","6' 3""",200,"Aug 24, 1980","2",12,1,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"","","data2"
"kevin correia","SFG",2005,32,"P",24,16,18,14,0,1,0,0,0,0,0,0,3,5,0.071,0.235,0.071,0.307,-14,1,0,0,1,0,0,"data1",24,"us US","R","R","6' 3""",200,"Aug 24, 1980","3",16,11,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.7,"","","data2"
